Location,Date,Time,Latitude,Longitude,Altitude,YRMODAHRMI,Month,Hour,Season,Humidity,AmbientTemp,PolyPwr,Wind.Speed,Visibility,Pressure,Cloud.Ceiling,DateTime,DateTime_rounded,GHI,DNI,DHI,Clearsky GHI,Clearsky DNI,Clearsky DHI,Solar Zenith Angle,Aerosol Optical Depth,Precipitable Water,Ozone,Cloud Type,Surface Albedo,Mapped_Latitude,Mapped_Longitude,DateTime_NREL,Clearness_Index,DNI_Clearness,Diffuse_Fraction,Solar_Elevation,Hour_sin,Hour_cos,Month_sin,Month_cos
March AFB,20170725,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,26.11694,36.80244,19.78538,6,10.0,959.8,722,2017-07-25 14:00:00,2017-07-25 14:00:00,681,719,157,681,719,157,43.24,0.229,4.6000000000000005,0.289,0,0.23,33.9,-117.26,2017-07-25 14:00:00,1.0,1.0,0.2305433186490455,46.76,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170725,1500,33.9,-117.26,458,201707000000.0,7,15,Summer,29.48608,36.83266,19.03308,9,10.0,959.5,722,2017-07-25 15:00:00,2017-07-25 15:00:00,510,714,106,510,714,106,55.56,0.134,5.300000000000001,0.291,1,0.23,33.9,-117.26,2017-07-25 15:00:00,1.0,1.0,0.20784313725490197,34.44,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,25.94604,39.95209,14.92271,0,10.0,961.4,722,2017-07-26 10:00:00,2017-07-26 10:00:00,961,900,111,961,900,111,19.15,0.081,3.7,0.292,0,0.23,33.9,-117.26,2017-07-26 10:00:00,1.0,1.0,0.11550468262226847,70.85,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1100,33.9,-117.26,458,201707000000.0,7,11,Summer,33.47778,36.16295,18.29204,5,10.0,961.1,722,2017-07-26 11:00:00,2017-07-26 11:00:00,987,903,114,987,903,114,14.67,0.084,3.7,0.292,0,0.23,33.9,-117.26,2017-07-26 11:00:00,1.0,1.0,0.11550151975683891,75.33,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,33.1543,35.54611,20.34306,10,10.0,960.8,722,2017-07-26 12:00:00,2017-07-26 12:00:00,951,895,113,951,895,113,20.49,0.085,3.7,0.292,0,0.23,33.9,-117.26,2017-07-26 12:00:00,1.0,1.0,0.11882229232386961,69.51,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,30.29175,37.40669,20.43767,13,10.0,960.5,722,2017-07-26 13:00:00,2017-07-26 13:00:00,857,875,109,857,875,109,31.26,0.087,3.6,0.292,0,0.23,33.9,-117.26,2017-07-26 13:00:00,1.0,1.0,0.12718786464410736,58.739999999999995,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,30.96313,38.0336,19.86865,11,10.0,959.8,722,2017-07-26 14:00:00,2017-07-26 14:00:00,712,837,103,712,837,103,43.35,0.091,3.4000000000000004,0.291,0,0.23,33.9,-117.26,2017-07-26 14:00:00,1.0,1.0,0.1446629213483146,46.65,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170726,1500,33.9,-117.26,458,201707000000.0,7,15,Summer,29.96216,38.68065,17.82537,15,10.0,959.5,722,2017-07-26 15:00:00,2017-07-26 15:00:00,498,638,139,498,638,139,55.66,0.234,4.6000000000000005,0.29,0,0.23,33.9,-117.26,2017-07-26 15:00:00,1.0,1.0,0.2791164658634538,34.34,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
March AFB,20170727,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,23.88306,41.90582,15.73392,0,10.0,960.1,722,2017-07-27 10:00:00,2017-07-27 10:00:00,989,938,104,989,938,104,19.33,0.067,2.2,0.277,0,0.23,33.9,-117.26,2017-07-27 10:00:00,1.0,1.0,0.1051567239635996,70.67,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170727,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,30.78003,38.01094,20.31584,11,10.0,959.5,722,2017-07-27 12:00:00,2017-07-27 12:00:00,941,732,256,977,924,113,20.66,0.084,2.2,0.277,2,0.23,33.9,-117.26,2017-07-27 12:00:00,0.9631525076765609,0.7922077922077922,0.2720510095642933,69.34,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170727,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,29.46777,37.99583,20.68185,10,10.0,959.2,722,2017-07-27 13:00:00,2017-07-27 13:00:00,879,902,109,879,902,109,31.39,0.087,2.2,0.278,1,0.23,33.9,-117.26,2017-07-27 13:00:00,1.0,1.0,0.12400455062571103,58.61,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170727,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,22.72949,41.26129,20.48645,10,10.0,958.5,722,2017-07-27 14:00:00,2017-07-27 14:00:00,728,864,101,728,864,101,43.47,0.087,2.2,0.279,1,0.23,33.9,-117.26,2017-07-27 14:00:00,1.0,1.0,0.13873626373626374,46.53,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170727,1500,33.9,-117.26,458,201707000000.0,7,15,Summer,22.50977,41.21094,19.03477,13,10.0,957.9,722,2017-07-27 15:00:00,2017-07-27 15:00:00,526,771,92,526,771,92,55.77,0.094,3.3000000000000003,0.29,0,0.23,33.9,-117.26,2017-07-27 15:00:00,1.0,1.0,0.17490494296577946,34.23,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,23.03467,39.96216,15.4235,5,10.0,959.2,722,2017-07-28 10:00:00,2017-07-28 10:00:00,993,946,101,993,946,101,19.51,0.062,2.0,0.284,0,0.23,33.9,-117.26,2017-07-28 10:00:00,1.0,1.0,0.10171198388721048,70.49,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1100,33.9,-117.26,458,201707000000.0,7,11,Summer,30.2063,35.47813,19.11942,10,10.0,958.8,722,2017-07-28 11:00:00,2017-07-28 11:00:00,1023,952,104,1023,952,104,15.13,0.064,1.9,0.284,0,0.23,33.9,-117.26,2017-07-28 11:00:00,1.0,1.0,0.10166177908113393,74.87,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,26.2146,36.77475,20.11804,7,10.0,958.8,722,2017-07-28 12:00:00,2017-07-28 12:00:00,987,949,100,987,949,100,20.84,0.06,1.9,0.284,0,0.23,33.9,-117.26,2017-07-28 12:00:00,1.0,1.0,0.10131712259371833,69.16,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,21.27075,39.35287,20.19275,7,10.0,958.5,722,2017-07-28 13:00:00,2017-07-28 13:00:00,889,929,97,889,929,97,31.53,0.061,1.9,0.285,0,0.23,33.9,-117.26,2017-07-28 13:00:00,1.0,1.0,0.10911136107986502,58.47,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,20.45288,39.42841,19.91462,11,10.0,958.2,722,2017-07-28 14:00:00,2017-07-28 14:00:00,737,894,90,737,894,90,43.59,0.061,1.9,0.286,0,0.23,33.9,-117.26,2017-07-28 14:00:00,1.0,1.0,0.12211668928086838,46.41,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170728,1500,33.9,-117.26,458,201707000000.0,7,15,Summer,23.90747,38.10158,18.03832,14,10.0,958.2,722,2017-07-28 15:00:00,2017-07-28 15:00:00,540,807,88,540,807,88,55.88,0.083,2.1,0.28,0,0.23,33.9,-117.26,2017-07-28 15:00:00,1.0,1.0,0.16296296296296298,34.12,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,23.63892,40.64697,15.01478,0,10.0,960.8,722,2017-07-29 10:00:00,2017-07-29 10:00:00,977,929,102,977,929,102,19.7,0.064,2.7,0.288,0,0.23,33.9,-117.26,2017-07-29 10:00:00,1.0,1.0,0.10440122824974411,70.3,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1100,33.9,-117.26,458,201707000000.0,7,11,Summer,29.91943,35.49072,18.91554,8,10.0,960.8,722,2017-07-29 11:00:00,2017-07-29 11:00:00,1003,932,104,1003,932,104,15.37,0.066,2.7,0.289,0,0.23,33.9,-117.26,2017-07-29 11:00:00,1.0,1.0,0.1036889332003988,74.63,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,29.06494,36.0849,20.45915,8,10.0,960.8,722,2017-07-29 12:00:00,2017-07-29 12:00:00,964,918,108,964,918,108,21.03,0.077,2.7,0.29,0,0.23,33.9,-117.26,2017-07-29 12:00:00,1.0,1.0,0.11203319502074689,68.97,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,26.00098,36.77475,20.54514,11,10.0,960.5,722,2017-07-29 13:00:00,2017-07-29 13:00:00,864,888,109,864,888,109,31.67,0.087,2.8000000000000003,0.289,0,0.23,33.9,-117.26,2017-07-29 13:00:00,1.0,1.0,0.1261574074074074,58.33,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,20.69092,38.66051,19.94891,8,10.0,960.1,722,2017-07-29 14:00:00,2017-07-29 14:00:00,711,838,106,711,838,106,43.71,0.099,2.9000000000000004,0.289,0,0.23,33.9,-117.26,2017-07-29 14:00:00,1.0,1.0,0.1490857946554149,46.29,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170729,1500,33.9,-117.26,458,201707000000.0,7,15,Summer,21.09375,39.97726,17.58833,10,10.0,959.8,722,2017-07-29 15:00:00,2017-07-29 15:00:00,544,829,80,544,829,80,56.0,0.063,2.0,0.286,0,0.23,33.9,-117.26,2017-07-29 15:00:00,1.0,1.0,0.14705882352941177,34.0,-0.7071067811865471,-0.7071067811865479,-0.4999999999999997,-0.8660254037844388
March AFB,20170730,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,38.32397,33.56972,15.20158,0,10.0,963.1,722,2017-07-30 10:00:00,2017-07-30 10:00:00,960,890,123,960,890,123,19.89,0.108,3.1,0.293,0,0.22,33.9,-117.26,2017-07-30 10:00:00,1.0,1.0,0.128125,70.11,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170730,1100,33.9,-117.26,458,201707000000.0,7,11,Summer,32.20215,33.62511,18.52974,5,10.0,963.1,722,2017-07-30 11:00:00,2017-07-30 11:00:00,985,887,130,985,887,130,15.61,0.12,3.1,0.294,0,0.22,33.9,-117.26,2017-07-30 11:00:00,1.0,1.0,0.1319796954314721,74.39,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
March AFB,20170730,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,27.97241,36.0849,19.69755,8,10.0,962.7,722,2017-07-30 12:00:00,2017-07-30 12:00:00,950,893,118,950,893,118,21.22,0.098,3.2,0.295,0,0.22,33.9,-117.26,2017-07-30 12:00:00,1.0,1.0,0.12421052631578948,68.78,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170730,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,28.23486,36.14029,20.50501,6,10.0,962.1,722,2017-07-30 13:00:00,2017-07-30 13:00:00,852,863,119,852,863,119,31.82,0.111,3.2,0.296,0,0.22,33.9,-117.26,2017-07-30 13:00:00,1.0,1.0,0.1396713615023474,58.18,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170730,1400,33.9,-117.26,458,201707000000.0,7,14,Summer,28.43628,37.47971,19.46163,10,10.0,961.4,722,2017-07-30 14:00:00,2017-07-30 14:00:00,700,813,114,700,813,114,43.85,0.121,3.3000000000000003,0.296,0,0.22,33.9,-117.26,2017-07-30 14:00:00,1.0,1.0,0.16285714285714287,46.15,-0.4999999999999997,-0.8660254037844388,-0.4999999999999997,-0.8660254037844388
March AFB,20170731,1000,33.9,-117.26,458,201707000000.0,7,10,Summer,36.02905,34.89151,15.4045,3,10.0,960.8,722,2017-07-31 10:00:00,2017-07-31 10:00:00,968,917,107,968,917,107,20.08,0.075,2.9000000000000004,0.293,0,0.22,33.9,-117.26,2017-07-31 10:00:00,1.0,1.0,0.11053719008264463,69.92,0.49999999999999994,-0.8660254037844387,-0.4999999999999997,-0.8660254037844388
March AFB,20170731,1100,33.9,-117.26,458,201707000000.0,7,11,Summer,37.03613,34.80339,18.5025,8,10.0,960.1,722,2017-07-31 11:00:00,2017-07-31 11:00:00,993,917,110,993,917,110,15.86,0.079,3.0,0.291,0,0.22,33.9,-117.26,2017-07-31 11:00:00,1.0,1.0,0.1107754279959718,74.14,0.258819045102521,-0.9659258262890682,-0.4999999999999997,-0.8660254037844388
March AFB,20170731,1200,33.9,-117.26,458,201707000000.0,7,12,Summer,33.96606,36.12015,20.46204,7,10.0,959.8,722,2017-07-31 12:00:00,2017-07-31 12:00:00,951,897,117,951,897,117,21.42,0.096,3.1,0.291,0,0.22,33.9,-117.26,2017-07-31 12:00:00,1.0,1.0,0.12302839116719243,68.58,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388
March AFB,20170731,1300,33.9,-117.26,458,201707000000.0,7,13,Summer,28.80249,38.13934,20.20419,7,10.0,959.2,722,2017-07-31 13:00:00,2017-07-31 13:00:00,852,869,115,852,869,115,31.98,0.103,3.2,0.29,1,0.22,33.9,-117.26,2017-07-31 13:00:00,1.0,1.0,0.13497652582159625,58.019999999999996,-0.2588190451025208,-0.9659258262890683,-0.4999999999999997,-0.8660254037844388
March AFB,20170801,1100,33.9,-117.26,458,201708000000.0,8,11,Summer,34.50317,37.4369,18.17144,9,10.0,957.9,722,2017-08-01 11:00:00,2017-08-01 11:00:00,974,891,118,974,891,118,16.11,0.095,4.0,0.286,0,0.22,33.9,-117.26,2017-08-01 11:00:00,1.0,1.0,0.12114989733059549,73.89,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170801,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,26.40381,41.88065,18.64496,10,10.0,957.6,722,2017-08-01 12:00:00,2017-08-01 12:00:00,928,851,137,928,851,137,21.63,0.141,4.1000000000000005,0.286,1,0.22,33.9,-117.26,2017-08-01 12:00:00,1.0,1.0,0.1476293103448276,68.37,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
March AFB,20170801,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,28.02124,41.2336,20.20275,14,10.0,956.9,722,2017-08-01 13:00:00,2017-08-01 13:00:00,70,0,70,827,815,137,32.14,0.154,4.4,0.286,8,0.22,33.9,-117.26,2017-08-01 13:00:00,0.08464328899637243,0.0,1.0,57.86,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170801,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,25.81177,40.6797,19.67713,14,10.0,956.6,722,2017-08-01 14:00:00,2017-08-01 14:00:00,36,0,36,675,753,135,44.13,0.174,4.7,0.286,6,0.22,33.9,-117.26,2017-08-01 14:00:00,0.05333333333333334,0.0,1.0,45.87,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170801,1415,33.9,-117.26,458,201708000000.0,8,14,Summer,25.43335,41.89575,20.43624,16,10.0,956.6,100,2017-08-01 14:15:00,2017-08-01 14:00:00,36,0,36,675,753,135,44.13,0.174,4.7,0.286,6,0.22,33.9,-117.26,2017-08-01 14:00:00,0.05333333333333334,0.0,1.0,45.87,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170801,1430,33.9,-117.26,458,201708000000.0,8,14,Summer,27.00806,40.57144,1.38422,10,10.0,956.6,100,2017-08-01 14:30:00,2017-08-01 14:30:00,38,0,38,586,719,127,50.3,0.174,4.800000000000001,0.286,6,0.22,33.9,-117.26,2017-08-01 14:30:00,0.06484641638225255,0.0,1.0,39.7,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1000,33.9,-117.26,458,201708000000.0,8,10,Summer,37.51221,38.6882,9.26412,0,10.0,960.1,722,2017-08-02 10:00:00,2017-08-02 10:00:00,496,43,456,921,817,155,20.48,0.174,5.6000000000000005,0.284,8,0.22,33.9,-117.26,2017-08-02 10:00:00,0.5385450597176982,0.05263157894736842,0.9193548387096774,69.52,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1100,33.9,-117.26,458,201708000000.0,8,11,Summer,28.1311,42.52014,9.81623,0,10.0,959.8,722,2017-08-02 11:00:00,2017-08-02 11:00:00,558,108,454,947,826,155,16.37,0.171,5.6000000000000005,0.284,8,0.22,33.9,-117.26,2017-08-02 11:00:00,0.5892291446673706,0.13075060532687652,0.8136200716845878,73.63,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1130,33.9,-117.26,458,201708000000.0,8,11,Summer,40.71045,36.81252,2.35565,0,10.0,959.8,722,2017-08-02 11:30:00,2017-08-02 11:30:00,383,14,370,938,824,155,18.1,0.171,5.5,0.285,6,0.22,33.9,-117.26,2017-08-02 11:30:00,0.40831556503198296,0.01699029126213592,0.9660574412532638,71.9,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1145,33.9,-117.26,458,201708000000.0,8,11,Summer,44.65332,35.48569,3.75258,7,10.0,959.8,722,2017-08-02 11:45:00,2017-08-02 12:00:00,142,0,142,917,839,138,21.84,0.138,5.5,0.285,6,0.22,33.9,-117.26,2017-08-02 12:00:00,0.15485278080697928,0.0,1.0,68.16,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,45.19043,34.91165,5.05974,5,10.0,959.8,722,2017-08-02 12:00:00,2017-08-02 12:00:00,142,0,142,917,839,138,21.84,0.138,5.5,0.285,6,0.22,33.9,-117.26,2017-08-02 12:00:00,0.15485278080697928,0.0,1.0,68.16,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,35.4248,36.8251,5.91296,8,10.0,959.5,150,2017-08-02 13:00:00,2017-08-02 13:00:00,539,172,394,820,809,136,32.31,0.147,5.6000000000000005,0.285,6,0.22,33.9,-117.26,2017-08-02 13:00:00,0.6573170731707317,0.2126081582200247,0.7309833024118738,57.69,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1330,33.9,-117.26,458,201708000000.0,8,13,Summer,32.09229,37.49229,4.12144,6,10.0,959.5,150,2017-08-02 13:30:00,2017-08-02 13:30:00,523,205,362,752,790,131,38.2,0.147,5.7,0.285,8,0.22,33.9,-117.26,2017-08-02 13:30:00,0.6954787234042553,0.25949367088607594,0.6921606118546845,51.8,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,35.04028,36.10252,2.35516,7,10.0,959.2,130,2017-08-02 14:00:00,2017-08-02 14:00:00,487,207,339,672,758,129,44.27,0.157,5.7,0.285,8,0.22,33.9,-117.26,2017-08-02 14:00:00,0.7247023809523809,0.27308707124010556,0.6960985626283368,45.73,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170802,1500,33.9,-117.26,458,201708000000.0,8,15,Summer,32.88574,38.07137,9.88296,0,10.0,958.8,200,2017-08-02 15:00:00,2017-08-02 15:00:00,205,16,196,487,651,127,56.52,0.2,5.0,0.286,8,0.22,33.9,-117.26,2017-08-02 15:00:00,0.4209445585215606,0.02457757296466974,0.9560975609756097,33.48,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1000,33.9,-117.26,458,201708000000.0,8,10,Summer,38.0127,37.37396,12.29738,5,10.0,961.8,722,2017-08-03 10:00:00,2017-08-03 10:00:00,878,762,165,930,843,141,20.69,0.146,4.800000000000001,0.284,8,0.22,33.9,-117.26,2017-08-03 10:00:00,0.9440860215053763,0.9039145907473309,0.18792710706150342,69.31,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1100,33.9,-117.26,458,201708000000.0,8,11,Summer,34.51538,38.76625,14.45337,9,10.0,961.4,722,2017-08-03 11:00:00,2017-08-03 11:00:00,919,675,272,961,861,135,16.64,0.13,4.6000000000000005,0.285,2,0.22,33.9,-117.26,2017-08-03 11:00:00,0.9562955254942768,0.7839721254355401,0.2959738846572361,73.36,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,25.12207,43.1546,19.20788,8,10.0,961.1,722,2017-08-03 12:00:00,2017-08-03 12:00:00,917,824,153,917,824,153,22.06,0.177,4.6000000000000005,0.286,1,0.22,33.9,-117.26,2017-08-03 12:00:00,1.0,1.0,0.1668484187568157,67.94,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,24.58496,43.81172,20.14344,5,10.0,960.8,722,2017-08-03 13:00:00,2017-08-03 13:00:00,823,808,142,823,808,142,32.480000000000004,0.165,4.6000000000000005,0.287,1,0.22,33.9,-117.26,2017-08-03 13:00:00,1.0,1.0,0.17253948967193194,57.519999999999996,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,25.31738,42.56798,19.44011,8,10.0,960.1,722,2017-08-03 14:00:00,2017-08-03 14:00:00,675,767,128,675,767,128,44.43,0.158,4.7,0.288,0,0.22,33.9,-117.26,2017-08-03 14:00:00,1.0,1.0,0.18962962962962962,45.57,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170803,1500,33.9,-117.26,458,201708000000.0,8,15,Summer,26.59302,41.95366,18.41493,13,10.0,959.2,722,2017-08-03 15:00:00,2017-08-03 15:00:00,393,250,255,485,669,118,56.66,0.172,5.9,0.285,8,0.22,33.9,-117.26,2017-08-03 15:00:00,0.8103092783505155,0.37369207772795215,0.648854961832061,33.34,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
March AFB,20170804,1000,33.9,-117.26,458,201708000000.0,8,10,Summer,33.47778,37.39159,15.59568,0,10.0,960.8,722,2017-08-04 10:00:00,2017-08-04 10:00:00,946,877,126,946,877,126,20.9,0.12,3.5,0.284,0,0.22,33.9,-117.26,2017-08-04 10:00:00,1.0,1.0,0.1331923890063425,69.1,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
March AFB,20170804,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,27.70996,40.02007,19.42732,8,10.0,960.8,722,2017-08-04 12:00:00,2017-08-04 12:00:00,938,875,129,938,875,129,22.29,0.124,3.3000000000000003,0.282,0,0.22,33.9,-117.26,2017-08-04 12:00:00,1.0,1.0,0.13752665245202558,67.71000000000001,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
March AFB,20170804,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,27.49634,39.31511,20.57596,11,10.0,960.1,722,2017-08-04 13:00:00,2017-08-04 13:00:00,839,846,127,839,846,127,32.660000000000004,0.133,3.3000000000000003,0.281,0,0.22,33.9,-117.26,2017-08-04 13:00:00,1.0,1.0,0.15137067938021453,57.339999999999996,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170804,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,25.11597,40.68222,19.32026,13,10.0,959.5,722,2017-08-04 14:00:00,2017-08-04 14:00:00,689,800,120,689,800,120,44.58,0.138,3.3000000000000003,0.281,0,0.22,33.9,-117.26,2017-08-04 14:00:00,1.0,1.0,0.1741654571843251,45.42,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
March AFB,20170804,1500,33.9,-117.26,458,201708000000.0,8,15,Summer,26.25732,39.35287,17.76258,11,10.0,958.5,722,2017-08-04 15:00:00,2017-08-04 15:00:00,490,691,111,490,691,111,56.81,0.157,4.800000000000001,0.289,0,0.22,33.9,-117.26,2017-08-04 15:00:00,1.0,1.0,0.22653061224489796,33.19,-0.7071067811865471,-0.7071067811865479,-0.8660254037844385,-0.5000000000000004
March AFB,20170805,1000,33.9,-117.26,458,201708000000.0,8,10,Summer,35.11353,35.56122,15.21448,6,10.0,959.8,722,2017-08-05 10:00:00,2017-08-05 10:00:00,951,873,136,951,873,136,21.11,0.141,2.9000000000000004,0.281,0,0.22,33.9,-117.26,2017-08-05 10:00:00,1.0,1.0,0.14300736067297581,68.89,0.49999999999999994,-0.8660254037844387,-0.8660254037844385,-0.5000000000000004
March AFB,20170805,1100,33.9,-117.26,458,201708000000.0,8,11,Summer,28.70483,38.00087,17.59635,8,10.0,959.5,722,2017-08-05 11:00:00,2017-08-05 11:00:00,977,876,140,977,876,140,17.18,0.146,2.9000000000000004,0.279,0,0.22,33.9,-117.26,2017-08-05 11:00:00,1.0,1.0,0.14329580348004095,72.82,0.258819045102521,-0.9659258262890682,-0.8660254037844385,-0.5000000000000004
March AFB,20170805,1200,33.9,-117.26,458,201708000000.0,8,12,Summer,28.38745,38.10913,19.63226,3,10.0,958.8,722,2017-08-05 12:00:00,2017-08-05 12:00:00,937,861,142,937,861,142,22.52,0.154,3.0,0.279,0,0.22,33.9,-117.26,2017-08-05 12:00:00,1.0,1.0,0.15154749199573106,67.48,1.2246467991473532e-16,-1.0,-0.8660254037844385,-0.5000000000000004
March AFB,20170805,1300,33.9,-117.26,458,201708000000.0,8,13,Summer,28.52173,38.63533,19.68381,9,10.0,958.5,722,2017-08-05 13:00:00,2017-08-05 13:00:00,836,825,143,836,825,143,32.85,0.171,3.0,0.28,0,0.22,33.9,-117.26,2017-08-05 13:00:00,1.0,1.0,0.17105263157894737,57.15,-0.2588190451025208,-0.9659258262890683,-0.8660254037844385,-0.5000000000000004
March AFB,20170805,1400,33.9,-117.26,458,201708000000.0,8,14,Summer,26.24512,38.78387,18.9881,8,10.0,958.2,722,2017-08-05 14:00:00,2017-08-05 14:00:00,682,763,140,682,763,140,44.75,0.191,3.1,0.281,0,0.22,33.9,-117.26,2017-08-05 14:00:00,1.0,1.0,0.20527859237536658,45.25,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004
